utterance|request|importance
i wanna know if i can create more than one profile with the same email address|create_account|high_priority
can u show me information about my invoice?|check_invoices|high_priority
you aren't helping, help me speak with a human agent|contact_human_agent|medium_priority
can you tell me what the email to contact Customer Service is?|contact_customer_service|medium_priority
I'm discontent with the service, how can I make a complaint?|complaint|standard_priority
ask an agent if theres a newsletter I can receive|newsletter_subscription|medium_priority
checking order ETA|track_order|medium_priority
i anna notify an issue paying|payment_issue|medium_priority
how do I switch to another profile?|switch_account|medium_priority
ask an agent how to delete my user account|delete_account|medium_priority
I want to view your reimbursement policy, what do I have to do?|check_refund_policy|standard_priority
I want to knoe if I can create two profiles with an single email address|create_account|standard_priority
I purchased a product, what do I have to do to modify my order?|change_order|standard_priority
can I checkmy biklls?|check_invoices|medium_priority
I don't know what I have to do to edit my account|edit_account|standard_priority
what's the mail address of the Customer Support?|contact_customer_service|medium_priority
where to see my invoice|check_invoices|medium_priority
could you help me solve issues with payments?|payment_issue|medium_priority
I want a refund, help me get one|get_refund|standard_priority
could you ask an agent where I can notify a payment problem?|payment_issue|medium_priority
where to check my invoices?|check_invoice|medium_priority
an error message pops when i try to make a payment for my order|payment_issue|high_priority
the concert was cancelled, what can I do to obtain a reimbursement?|get_refund|standard_priority
i have a problem paying for my order, what can i do?|payment_issue|high_priority
I have a question, speak with Customer Service|contact_customer_service|medium_priority
what is your customer service mail?|contact_customer_service|medium_priority
i wanna see the cancellation penalty, what can i do?|check_cancellation_fee|high_priority
ask an agent where i can notify problems making a payment|payment_issue|high_priority
I have a problem paying for my order, can I notify it?|payment_issue|standard_priority
i dont have a bloody account i want assistance tp sign up|create_account|high_priority
I have no online account, can I open one?|create_account|standard_priority
could you help me register?|create_account|medium_priority
I want to know if I can create more than one profile with the asme email|create_account|standard_priority
I lost my bill, how can I check it?|check_invoices|standard_priority
help checking your allowed payment methods|check_payment_methods|medium_priority
i want information, what do i have to do to speak with customer support?|contact_customer_service|high_priority
i have a problem when trying to pay for my online order, what should i do?|payment_issue|high_priority
I want to check the cancellation penalty, what can I do?|check_cancellation_fee|standard_priority
I would like to check the status of the refund|track_refund|standard_priority
I don't understand you, I need help talking to a human agent|contact_human_agent|standard_priority
I want to view the ticket delivery options, what do I have to do?|delivery_options|standard_priority
I want a user account, what can I do to create one?|create_account|standard_priority
I have no online account, can you create one?|create_account|standard_priority
I want to see the free phone number of Customer Support|contact_customer_service|medium_priority
how can I view the status of my order?|track_order|medium_priority
what information can you tell me about obtaining an nivoice?|get_invoice|medium_priority
I got an error message when I tried to make a payment, but I was charged anyway, what should I do to notify it?|payment_issue|standard_priority
my account's been hacked and I want to recover it|recover_password|standard_priority
I want help filing a complaint against your business|complaint|medium_priority
i do not know how i can sign up to the company newsletter|newsletter_subscription|high_priority
I want information, what do I have to do to contact Customer Service?|contact_customer_service|standard_priority
I want help seeing the withdrawal fees|check_cancellation_fee|medium_priority
i wanna submit a comment, what can i do  ?|review|high_priority
I need a refund, can I get one?|get_refund|standard_priority
how can I change my order?|change_order|standard_priority
I can't remember my password and I want to retrieve it|recover_password|standard_priority
I need help checking my invoice|check_invoices|medium_priority
ask an agent where i could remove my online account|delete_account|high_priority
an error pops when I try to pay for my online order, what do I have to do?|payment_issue|standard_priority
help me notify issues making a payment|payment_issue|medium_priority
how can I see your money back guarantee?|check_refund_policy|medium_priority
what time can I contact customer service?|contact_customer_service|medium_priority
I have got to edit the information on my account|edit_account|standard_priority
i wanna use my other profile, can u switch them?|switch_account|high_priority
please, ask an agent to inform of an issue making a payment|payment_issue|medium_priority
I lost my bill, what do I have to do to check it?|check_invoices|standard_priority
could I contact customer service?|contact_customer_service|medium_priority
i want to check your money back guarantee, what should i do?|check_refund_policy|high_priority
could u ask an agent how to notify a fucking issue making a payment, please?|payment_issue|high_priority
I do not know how I could change the shipping address|change_shipping_address|standard_priority
I don't know what I need to do to get refunds of money|get_refund|standard_priority
I got an error message when I attempted to pay, but I was charged anyway, what do I have to do to notify it?|payment_issue|standard_priority
I have an issue when trying to pay for my online order, how can I report it?|payment_issue|standard_priority
I don't want my account, can you cancel it?|delete_account|standard_priority
i want to know if i could register several user accounts with a single email, please|create_account|high_priority
I lost my account password, can you help me?|recover_password|standard_priority
I'm not happy with the service, file a complaint|complaint|standard_priority
I get an error message when I attempt to make a payment for my online order, what should I do?|payment_issue|standard_priority
I purchased a product, what do I have to do to change my order?|change_order|standard_priority
could you  tell me if I could own several profiles, please?|create_account|medium_priority
the event was cancelled and i want to obtain a fucking reimbursement, please|get_refund|standard_priority
could you ask an agent where I can report issues making a payment, please?|payment_issue|medium_priority
can I track my package?|track_order|medium_priority
I have a problem when trying to pay, notify it|payment_issue|standard_priority
the event was postponed, what can I do to get a reimbursement?|get_refund|standard_priority
can u ask an agent if i can see the cancellation fees?|check_cancellation_fee|high_priority
I want to obtain some bills, can you tell me how I can do it?|get_invoice|standard_priority
show me in what cases can I ask for a refund|check_refund_policy|standard_priority
please, can you ask an agent what the free number to contact Customer Service is?|contact_customer_service|medium_priority
I got an error message when I tried to pay, but my card was charged anyway, can I inform of it?|payment_issue|standard_priority
report registration issues|registration_problems|medium_priority
I can't find the invoice from seven purchases ago|check_invoice|standard_priority
can I obtain a bill ?|get_invoice|medium_priority
I do not know what to do to leave a review|review|standard_priority
i have an issue when trying to pay for my order, what can i do to inform of it?|payment_issue|high_priority
where can i check the cancellation penalty?|check_cancellation_fee|high_priority
want help lodging a customer complaint against ur company|complaint|medium_priority
the concert was postponed, what do i have to do to get a refund?|get_refund|high_priority
my user account's been hacked, what can I do?|recover_password|standard_priority
I want help checking if there is anything new on my refund|track_refund|standard_priority
I want to cancel my online account, where can I do it?|delete_account|standard_priority
I want to know if I can own several profiles|create_account|standard_priority
i  cant switch to another user profile|switch_account|high_priority
I need to check the invoices|check_invoice|standard_priority
please, could u show me the fucking phone number of client service?|contact_customer_service|high_priority
could u ask an agent how to view their money back policy?|check_refund_policy|high_priority
I have a problem when trying to pay for my order, can you report it?|payment_issue|standard_priority
I have an issue paying for my order, could you help me?|payment_issue|standard_priority
how to check how soon can I expect the item?|delivery_period|medium_priority
would it be possible to check how long refunds take?|check_refund_policy|standard_priority
an error pops when I try to pay, what do I have to do?|payment_issue|standard_priority
the show was cancelled, help me request a reimbursement|get_refund|standard_priority
please, i wanna know if i can register two online accounts with a single email|create_account|high_priority
I got an error when I attempted to make a payment, but I was charged anyway, what should I do ?|payment_issue|standard_priority
I lost my invoice, check it|check_invoices|standard_priority
i have a problem when trying to make a payment with card and i want to report it|payment_issue|high_priority
where can I see my invoice?|check_invoices|medium_priority
I'm discontent with the service, I need help making a complaint|complaint|standard_priority
how do I speak with a live agent ?|contact_human_agent|medium_priority
I'm not happy with the service, can you make a consumer complaint?|complaint|standard_priority
I'm trying to sign up to the company newsletter|newsletter_subscription|standard_priority
can you tell me how to track my fucking sdhipment?|track_order|medium_priority
I need assistance to get the invoices from 2 purchases ago|get_invoice|standard_priority
someone stole my password and i want to reset it|recover_password|high_priority
I purchased a product, what do I have to do to modify my purchase?|change_order|standard_priority
tell me how to obtain some bills|get_invoice|medium_priority
help me speak with a human|contact_human_agent|medium_priority
my account's been hacked, recover it|recover_password|medium_priority
help me make a purchase|place_order|medium_priority
help me recover my account pwd|recover_password|medium_priority
I want help to update my profile|edit_account|medium_priority
can I innform of a problem paying?|payment_issue|medium_priority
where to inform of problems making an payment|payment_issue|medium_priority
how could I talk to an agent?|contact_human_agent|medium_priority
assistance to check your refund policy|check_refund_policy|medium_priority
I want information about forgotten access keys|recover_password|medium_priority
I cannot track the last order|track_order|medium_priority
will you show me how soon can I expect the item?|delivery_period|medium_priority
how to see your payment methods|check_payment_methods|medium_priority
ask an agent if i can report  issues paying|payment_issue|high_priority
I bought a product, how can I modify my purchase?|change_order|standard_priority
could you help me check the status of my order?|track_order|medium_priority
I need information about the mail address of the Customer Service|contact_customer_service|medium_priority
I am looking for information about user account deletions|delete_account|medium_priority
I have got to check the status of the refund|track_refund|standard_priority
I would like to know about a password recovery|recover_password|medium_priority
check what hours customer service available is|contact_customer_service|medium_priority
I changed my midn, can you delete my profile?|delete_account|standard_priority
can I create several user accounts with a single email?|create_account|medium_priority
I have a problem paying, how can I inform of it?|payment_issue|standard_priority
tell me about cancel the company newsletter subscription|newsletter_subscription|medium_priority
how tyo  create a user account|create_account|medium_priority
can you ask an agent if I can inform of pproblems paying, please ?|payment_issue|medium_priority
I'm discontent with the service and I would like to file a consumer complaint, please|complaint|standard_priority
please, ask an agent to inform of a fucking issue with my payment|payment_issue|medium_priority
help me report a payment issue|payment_issue|medium_priority
i changed my mind, whatshould i do to cancel my profile?|delete_account|high_priority
I want to know if I can modify my purchase|change_order|standard_priority
tell me if there is a free no to contact Customer Support|contact_customer_service|medium_priority
i am happy with the service, how do i submit a comment?|review|high_priority
please, ask an agent where i could inform of fucking problems making a payment|payment_issue|high_priority
I want to know if my shipmetn is out for delivery|track_order|standard_priority
someone stole my password and I want to reset it|recover_password|standard_priority
what do I need to do to edit my personal information?|edit_account|standard_priority
the concert was cancelled, how do i requesr an refund?|get_refund|high_priority
help me to check your refund policy|check_refund_policy|medium_priority
I want to use my other user account, what can I do to change them?|switch_account|standard_priority
I want to check the options for delivery, can you help me?|delivery_options|standard_priority
I want to know what the email address of the Customer Support is|contact_customer_service|medium_priority
I want a user account, can I create one ?|create_account|medium_priority
help me check my bill|check_invoices|medium_priority
help me to delete an account|delete_account|medium_priority
I don't know how I can restore my goddamn account password|recover_password|standard_priority
can you ask an agent if i can modify my order?|change_order|high_priority
im discontent with the service, what should i do to file a complaint?|complaint|high_priority
I have no account, help me register|create_account|medium_priority
where could I leave a review for your services?|review|medium_priority
can I contact a human?|contact_human_agent|medium_priority
I want assistance to retrieve my user account password|recover_password|medium_priority
I have to track my last order|track_order|medium_priority
how can I get some invoices?|get_invoice|standard_priority
i dont know how to see the early exiut charges|check_cancellation_fee|high_priority
I want a fuckimg user account and I'd like to open one|create_account|standard_priority
how to talk to someone|contact_human_agent|medium_priority
can I report a problem paying?|payment_issue|medium_priority
can u ask an agent what the email to contact customer service is?|contact_customer_service|high_priority
could you ask an agent how I could view the status of my purchase?|track_order|medium_priority
what do I need to do to submit some feedback for a service?|review|standard_priority
open acconut for wife|create_account|medium_priority
I do not jnderstand you and I would like to speak with someone , please|contact_human_agent|standard_priority
can u ask an agent how i can lodge a complaint?|complaint|high_priority
please, can you ask an agent where I could track my packages?|track_order|medium_priority
can u ask an agent where to create an account?|create_account|high_priority
I got an error when I attempted to pay, but I was charged anyway and I want to inform of it|payment_issue|standard_priority
can you tell me if I can see some bills?|get_invoice|standard_priority
how do I speak with Customer Support?|contact_customer_service|medium_priority
tell me if my shipments are on their way|track_order|standard_priority
I don't want my online account, what can I do to remove it?|delete_account|standard_priority
I try to buy several items|place_order|medium_priority
can you tell me more about forgotten passwords?|recover_password|medium_priority
i want to know where to change my purchase|change_order|high_priority
I have a prbolem making a payment, how do I notify it?|payment_issue|standard_priority
I have got to check the invoice from last month|check_invoice|standard_priority
i need assistance to use a new usr profile|switch_account|high_priority
I want to know how to know where my shipments are|track_order|standard_priority
were to create an onlind account|create_account|medium_priority
what do I have to do to inform of signup problems?|registration_problems|standard_priority
I want information, contact Client Service|contact_customer_service|medium_priority
help me buying some of your item|place_order|medium_priority
the concert was postponed, what can i do to get a refund?|get_refund|high_priority
I need help requesting a reimbursement|get_refund|standard_priority
I lost my invoice, can I view it?|check_invoices|standard_priority
do you mind asking an agent how I could check my order, please?|track_order|standard_priority
help me contact Client Service|contact_customer_service|medium_priority
I want assistance filing a complaint|complaint|medium_priority
i got an error when i attempted to pay, but my card was charged anyway, what should i do?|payment_issue|high_priority
I want information, what should I do to call Client Service?|contact_customer_service|standard_priority
how do I change several items of an order?|change_order|medium_priority
where can I notify problems with my payment?|payment_issue|medium_priority
could you help me report registration issues?|registration_problems|medium_priority
I had a issue creating a profile|registration_problems|medium_priority
i have an issue making a payment, whta do i have to do to report it?|payment_issue|high_priority
I want to view my invoices|check_invoices|medium_priority
i have no shipping address, what should i do to set one up?|set_up_shipping_address|high_priority
help me check your allowed payment methods|check_payment_methods|medium_priority
I need help trying to change the shipping address|change_shipping_address|medium_priority
I do not know what to do to change my shipping address|change_shipping_address|standard_priority
can you tell me more about a shipping address change?|change_shipping_address|medium_priority
how to cancel my account|delete_account|medium_priority
ask an agent if i can receive a refund|get_refund|high_priority
I want to check the status of my order, can you help me?|track_order|standard_priority
I need information, how do I contact Customer Support?|contact_customer_service|standard_priority
I do not have an account and I want to create one, please|create_account|standard_priority
I bought an item, what do i have to do to change my order?|change_order|high_priority
I don't know what I have to do to check your refund policy|check_refund_policy|standard_priority
I need help informing of an issue paying|payment_issue|medium_priority
can you tell me where I can request a bill?|get_invoice|medium_priority
I have an issue when trying to pay for my order, what should I do?|payment_issue|standard_priority
I don't know how I can check my refund status|track_refund|standard_priority
i need a fucking reimbursement, can i request one, please?|get_refund|high_priority
I have to contact an agent|contact_human_agent|medium_priority
I don't know how I can retrieve my user account PIN|recover_password|standard_priority
I don't understand you, how do I speak with a human?|contact_human_agent|standard_priority
I need a refund, obtain one, please|get_refund|medium_priority
i didn't receive my invoices , i need help viewing thme|check_invoices|high_priority
i want information, i need help speaking with customer support|contact_customer_service|high_priority
I don't know what to do to contact customer service|contact_customer_service|standard_priority
I'm interested in your money back policy, can you tell me about it?|check_refund_policy|standard_priority
making claim against your company|complaint|medium_priority
can you talk to a human?|contact_human_agent|medium_priority
tell me if I can create two online accounts with a single email address|create_account|medium_priority
information about getting an invoice|get_invoice|medium_priority
question about canceling my orders|cancel_order|medium_priority
i want a reimbursement, how can i request one?|get_refund|high_priority
I got an error when I attempted to make a payment, but my card was charged anyway, how do I notify it?|payment_issue|standard_priority
I haven't got a profile, what should I do?|create_account|standard_priority
can you help me removing something?|change_order|medium_priority
can I request a refund?|get_refund|medium_priority
I want help solving issues with payment|payment_issue|medium_priority
i made a mistake, ask an agent to change my order|change_order|high_priority
i wanna view my bill, what can i do?|check_invoices|high_priority
can you tell me how to track my shipments?|track_order|medium_priority
I have an issue when trying to pay with card, how do I report it?|payment_issue|standard_priority
i want to know what the mail of Customer Service is|contact_customer_service|high_priority
I have got to cancel the company newsletter subscription|newsletter_subscription|standard_priority
I'm not happy with the service , help me submit a complaint|complaint|standard_priority
could you tell me if i could modify my order, please?|change_order|high_priority
how do I know where my orders are?|track_order|standard_priority
can I file a consumer complaint?|complaint|medium_priority
can  you tell me what the free phone number of Client Service is?|contact_customer_service|medium_priority
I have an issue when trying to pay with card, can you notify it?|payment_issue|standard_priority
I found problems creating a profile|registration_problems|medium_priority
I would like information about forgotten passwords|recover_password|medium_priority
you arent helping, what can i do to contact someone?|contact_human_agent|high_priority
can I see the ticket delivery options?|delivery_options|medium_priority
I get an error message when I attempt to make a payment with card, what do I have to do?|payment_issue|standard_priority
i have a problem when trying to make a payment, can u nnotify it?|payment_issue|high_priority
what information do you have about getting a bill ?|get_invoice|medium_priority
I purchased an item, what can i do to modify my purchase?|change_order|high_priority
I want to know if I can have several user accounts|create_account|standard_priority
I'm happy with the service, help me lodge a review|review|standard_priority
how can I create an online account?|create_account|medium_priority
i wanna update my profile|edit_account|high_priority
can u ask an agent how i could notify a payment problem, please?|payment_issue|high_priority
assistance to find the invoices from January|check_invoice|medium_priority
I want information, what can I do to contact Client Service?|contact_customer_service|standard_priority
I don't know how I can track my last order|track_order|standard_priority
can u ask an agent how i can solve payment problems?|payment_issue|high_priority
I want to check my bill, can you help me?|check_invoices|standard_priority
I want to solve problems making a payment|payment_issue|medium_priority
can you check the status of my order?|track_order|medium_priority
I'm not happy with the service, can I make a consumer complaint?|complaint|standard_priority
I want to get a bill, can you tell me how I can do it?|get_invoice|standard_priority
I don't know how I could check my order ETA|track_order|standard_priority
I want to remove a premium account|delete_account|medium_priority
could u ask an agent where i can update my fucking shipping address?|change_shipping_address|high_priority
where do I check the options for ticket delivery?|delivery_options|medium_priority
want assistance speaking with a bloody live agent|contact_human_agent|medium_priority
show me the email of the Customer Support|contact_customer_service|medium_priority
I don't want my profile, what do I have to do to delete it?|delete_account|standard_priority
I want to find the invoice from last month|check_invoice|standard_priority
what do I need to do to contact an agent?|contact_human_agent|standard_priority
I want to see an invoice , can you tell me where I can do it?|get_invoice|standard_priority
I need help resetting the PIN code of my account|recover_password|medium_priority
where could I switch to another account?|switch_account|medium_priority
can u ask an agent how to view the options for ticket delivery?|delivery_options|high_priority
ohw can I recover my password?|recover_password|medium_priority
help me to create another user account for my daughter|create_account|medium_priority
I want to make a consumer complaint for a service, what can I do?|complaint|standard_priority
I want to submit a consumer complaint for a service, can you help me?|complaint|standard_priority
can you ask an agent how to subscribe to the newsletter?|newsletter_subscription|medium_priority
could you help me get the invoices?|get_invoice|medium_priority
can I register two accounts with a single email?|create_account|medium_priority
can you tell me how I can check my orders?|track_order|medium_priority
i cant understand you, what do i have to do to talk to someone?|contact_human_agent|high_priority
how can i solve problems with my payment?|payment_issue|high_priority
where to file a complaint against your business?|complaint|medium_priority
tell me if I can register several user accounts with a single email address|create_account|medium_priority
ask an agent where to check their reimbursement policy|check_refund_policy|medium_priority
I made a mistake, change my order|change_order|standard_priority
I can't remember my password, what can I do to recover it?|recover_password|standard_priority
I need assistance to see your accepted payment options|check_payment_methods|medium_priority
I wanna know how to request a bill|get_invoice|medium_priority
where can I recover my password?|recover_password|medium_priority
can you ask an agent where I could report problems making a payment?|payment_issue|medium_priority
ask an agent how to report fucking problems paying|payment_issue|medium_priority
could you tell me the email to contact Client Service, please?|contact_customer_service|medium_priority
someone stole my password, can I reset it?|recover_password|standard_priority
can u ask an agent to check my orders?|track_order|high_priority
uare not helpful help me speak  to an assistant|contact_human_agent|medium_priority
can u ask an agent to solve a problem making a payment?|payment_issue|high_priority
how to see some bills|get_invoice|medium_priority
I changed my mind, remove my profile|delete_account|medium_priority
can you help me check the invoices from 9 months ago?|check_invoice|standard_priority
I'm not happy with the service, can I make a complaint?|complaint|standard_priority
can u ask an agent if theres a newsletter i can receive, please?|newsletter_subscription|high_priority
how could I check the options for delivery?|delivery_options|medium_priority
can u ask an agent where i can view the status of my reimbursement?|track_refund|high_priority
how can i notify problems with my payment?|payment_issue|high_priority
can you help me to solve payment issues?|payment_issue|medium_priority
the agme was cancelled, help me get a refund|get_refund|standard_priority
I'm having issues signing up|registration_problems|standard_priority
where do i request a reimbursement?|get_refund|high_priority
tell me if I could register two user accounts with a single email address|create_account|medium_priority
where do I track an order?|track_order|medium_priority
i wanna solve a problem with my payment, what should i do?|payment_issue|high_priority
I want to make an opinion, what do I hve to do?|review|standard_priority
I need help reporting issues making a payment|payment_issue|medium_priority
I want assistance canceling an order|cancel_order|medium_priority
could you tell me about a forgotten password?|recover_password|medium_priority
is it possible to track my shipment ?|track_order|medium_priority
help me modifying my personal information|edit_account|medium_priority
the event was postponed, what do I have to do to obtain a refund?|get_refund|standard_priority
help me checking at what time I can contact customer service|contact_customer_service|medium_priority
I would like information about a forgotten password|recover_password|medium_priority
I lost my invoices, how can I see them?|check_invoices|standard_priority
how can I close my profile?|delete_account|medium_priority
could you ask an agent for information about getting some invoices, please?|get_invoice|medium_priority
i have an issue when trying to pay, help me report it|payment_issue|high_priority
my profile's been hacked, and I need help getting it back|recover_password|standard_priority
can I submit some feedback?|review|medium_priority
show me the delivery period|delivery_period|medium_priority
I would like information about a password recovery|recover_password|medium_priority
I lost my invoices, can you check them?|check_invoices|standard_priority
I need information about obtaining some invoices|get_invoice|medium_priority
i cant remember my password, what can i do to reset it?|recover_password|high_priority
I have an issue paying for my order, can I notify it?|payment_issue|standard_priority
I don't like the service, what do I have to do to file a consumer complaint?|complaint|standard_priority
i wanna check my shipment, can you tell me how I can do it?|track_order|high_priority
how do I notify problems paying?|payment_issue|medium_priority
I am trying to set another shipping address up|set_up_shipping_address|medium_priority
I have a problem paying, what can I do to notify it?|payment_issue|standard_priority
I need information and I want to call Customer Support|contact_customer_service|standard_priority
where do I check your allowed payment methods?|check_payment_methods|medium_priority
i got an error message when i tried to make a payment, but i was charged anyway, i need help notifying it|payment_issue|high_priority
my account was hacked and i wanna recover it|recover_password|high_priority
I ordered a product, can I modify my order?|change_order|standard_priority
i forgot my password, how can i retrieve it?|recover_password|high_priority
i want to see my bill, what can i do?|check_invoices|high_priority
how do I view the status of my order?|track_order|medium_priority
can youj ask an agent to show me my invoices, please ?|check_invoices|medium_priority
I need help checking what delivery options you offer|delivery_options|medium_priority
I haven't got an account, how do I open one?|create_account|standard_priority
question about the options for delivery|delivery_options|medium_priority
please, could u ask an agent if i can report payment problems?|payment_issue|high_priority
i lost my bill, check it|check_invoices|high_priority
could u ask an agent where I can request an invoice?|get_invoice|high_priority
ask an agent how I could notify problems making a payment|payment_issue|medium_priority
I need assistance reporting an issue with payment|payment_issue|medium_priority
I'm happy with the service, how can I submit a comment?|review|standard_priority
i have no shipping address, can u set it up?|set_up_shipping_address|high_priority
can you tell me where I cqn see an invoice ?|get_invoice|medium_priority
I don't know what I need to do to report payment issues|payment_issue|standard_priority
I don't have a user account and I want to create one|create_account|standard_priority
I have no shipping address, set it up|set_up_shipping_address|standard_priority
my profile was hacked , how can i recover it?|recover_password|high_priority
where do I track my refund?|track_refund|standard_priority
I do not know how to set up a different shipping address|set_up_shipping_address|standard_priority
I need help to check the cancellation penalties|check_cancellation_fee|medium_priority
someone stole my account password, can i recover it?|recover_password|high_priority
I have a problem when trying to make a payment with card and I want to inform of it|payment_issue|standard_priority
I have a question, I need help talking to Customer Service|contact_customer_service|standard_priority
I purchased a product, what can I do to modify my order?|change_order|standard_priority
what do I need to do to track my last order?|track_order|standard_priority
how do I contact a human?|contact_human_agent|medium_priority
I got an error when I attempted to make a payment, but my card was charged anyway, help me notify it|payment_issue|standard_priority
I have no user account, create one, please|create_account|medium_priority
where can I cancel the order I have made?|cancel_order|standard_priority
I need assistance setting up a different shipping address|set_up_shipping_address|medium_priority
I got anerror when I attempted to make a payment, but I was charged anyway, I need help reporting it|payment_issue|standard_priority
could you ask an agent how I can view their refund policy?|check_refund_policy|medium_priority
could you ask an agent if i could track my package, please?|track_order|high_priority
I have an issue when trying to pay for my online order, report it|payment_issue|standard_priority
could you show me information about the email address of the Client Service, please?|contact_customer_service|medium_priority
where can I check when will my item arrive?|delivery_period|medium_priority
please, could u ask an agent how I can see a bill?|get_invoice|high_priority
i have got to contact customer assistance how to do it|contact_customer_service|high_priority
the show was cancelled, how can I obtain an refund?|get_refund|standard_priority
please, I wanna know where I can change my fucking order|change_order|standard_priority
registering|create_account|medium_priority
I need assistance setting up a new shipping address|set_up_shipping_address|medium_priority
an error message pops when I attempt to pay, what can I do?|payment_issue|standard_priority
can I check my invoices?|check_invoices|medium_priority
where do I request a refund?|get_refund|standard_priority
I need hlp requesting somr bills|get_invoice|medium_priority
could you help me using another account?|switch_account|medium_priority
can you help me to edit my personal information?|edit_account|medium_priority
I do not know how I can get the invoices from ten months ago|get_invoice|standard_priority
I've got no account, what should I do to register?|create_account|standard_priority
i wanna see the status of my reimbursement, what can  i do, please?|track_refund|high_priority
I'm discontent with the service, can you make a complaint?|complaint|standard_priority
I want to get information about downloading some bills|get_invoice|standard_priority
where do I remove my online account?|delete_account|medium_priority
i cant understand you , help me talk to a human agent|contact_human_agent|high_priority
what can you tell me about modifying my purchase?|change_order|standard_priority
I got an error when I tried to make a payment, but I was charged anyway, what do I have to do to report it?|payment_issue|standard_priority
i would like to check my order, tell me where to do it|track_order|high_priority
I wanna know how to modify my purchase|change_order|medium_priority
i can't find my bill, what can i do to see it?|check_invoices|high_priority
how can I create an account?|create_account|medium_priority
I need assistance to change my shipping address|change_shipping_address|medium_priority
how could I check what payment methods are available?|check_payment_methods|medium_priority
can you help me to get the invoices from December?|get_invoice|medium_priority
can you tell me about your payment methods?|check_payment_methods|medium_priority
can you tell me if i can track my order?|track_order|high_priority
I have a problem when trying to make a payment with card, what should I do to notify it?|payment_issue|standard_priority
polease, i want to know about modifying my fucking order|change_order|high_priority
I don't know what I need to do to switch to another account|switch_account|standard_priority
I need help seeing the status of my reimbursement|track_refund|standard_priority
could you help me to check my order ETA?|track_order|medium_priority
could you help me to change the shipping address?|change_shipping_address|medium_priority
I didn't get a payment confirmation, can you help me?|payment_issue|standard_priority
can u asi an agent if i can edit the information on my profile?|edit_account|high_priority
can you tell me the free number to contact Customer Service?|contact_customer_service|medium_priority
please, could u ask an agent how i could view my invoice?|check_invoices|high_priority
I want to know if I get a full refund in case I cancel my ticket|check_refund_policy|standard_priority
ask an agent where to notify payment issues|payment_issue|medium_priority
where can I delete my profile?|delete_account|medium_priority
I don't watn my online account, what do I have to do to cancel it?|delete_account|standard_priority
could you ask an agentif I can create a user account, please?|create_account|medium_priority
i wanna notify a payment issue, what should i do?|payment_issue|high_priority
could you ask an agent where to notify issues making a payment, please?|payment_issue|medium_priority
I want a reimbursement, can I get one?|get_refund|standard_priority
i want to viwe the status of my order, what can i do ?|track_order|high_priority
I lost my bill, I need help seeing it|check_invoices|standard_priority
chdck my invoices|check_invoices|medium_priority
help me notifby a problem paying|payment_issue|medium_priority
where to make an order?|place_order|medium_priority
I want to submit a complaint for a service, can you help me?|complaint|standard_priority
I got an error when I attempted to pay, but my card was charged anyway, notify it|payment_issue|standard_priority
